"VESTIGINGSNUMMER","url","PROVINCIE","BEVOEGD.GEZAG.NUMMER","BRIN.NUMMER","VESTIGINGSNAAM","STRAATNAAM","HUISNUMMER.TOEVOEGING","POSTCODE","PLAATSNAAM","GEMEENTENUMMER","GEMEENTENAAM","DENOMINATIE","TELEFOONNUMMER","INTERNETADRES","STRAATNAAM.CORRESPONDENTIEADRES","HUISNUMMER.TOEVOEGING.CORRESPONDENTIEADRES","POSTCODE.CORRESPONDENTIEADRES","PLAATSNAAM.CORRESPONDENTIEADRES","NODAAL.GEBIED.CODE","NODAAL.GEBIED.NAAM","RPA.GEBIED.CODE","RPA.GEBIED.NAAM","WGR.GEBIED.CODE","WGR.GEBIED.NAAM","COROPGEBIED.CODE","COROPGEBIED.NAAM","ONDERWIJSGEBIED.CODE","ONDERWIJSGEBIED.NAAM","RMC.REGIO.CODE","RMC.REGIO.NAAM"
"04FF00","http://www.cbderank.nl/wp-content/uploads/2014/02/Schoolgids-2016-2017.pdf","Noord-Brabant",84827,"04FF","Christelijke Basisschool De Rank","Willem de Zwijgerstraat","29","5161 HB","SPRANG-CAPELLE",867,"WAALWIJK","Protestants-Christelijk",416273311,"www.cbderank.nl","Willem de Zwijgerstraat","29","5161 HB","SPRANG-CAPELLE",67,"Waalwijk",26,"Midden-Brabant",35,"Midden-Brabant",34,"Midden-Noord-Brabant",12,"Noord-Noord-Brabant",35,"Midden-Brabant"
"04FH00",NA,"Drenthe",40888,"04FH","Sint Theresiaschool","Kerkweg","4","7741 PJ","COEVORDEN",109,"COEVORDEN","Rooms-Katholiek",524514782,"                                                                                ","Kerkweg","4","7741 PJ","COEVORDEN",13,"Coevorden/Dalen",5,"Zuid- en Midden-Drenthe",8,"Zuidoost-Drenthe",8,"Zuidoost-Drenthe",4,"Assen-Hoogeveen-Emmen",8,"Zuid-Oost Drenthe"
"04FJ00","http://www.kbs-hetkompas.nl/media/627753/schoolgids-kompas-2017-2018.pdf","Noord-Brabant",78222,"04FJ","Rooms Katholieke Basisschool t Kompas","Nieuwkuijksestraat","98","5253 AJ","NIEUWKUIJK",797,"HEUSDEN","Rooms-Katholiek",735113165,"www.kbs-hetkompas.nl","Nieuwkuijksestraat","98","5253 AJ","NIEUWKUIJK",69,"'s-Hertogenbosch",26,"Midden-Brabant",36,"Noordoost-Brabant",35,"Noordoost-Noord-Brabant",12,"Noord-Noord-Brabant",36,"Noord-Oost-Brabant"
"04FJ01","http://www.athena-onderwijs.nl/media/634228/2017-09-11-schoolgids-2017-2018.pdf","Noord-Brabant",78222,"04FJ","Athena","Johann de Wittstraat","11","5151 CK","DRUNEN",797,"HEUSDEN","Rooms-Katholiek",416320880,"www.athena-onderwijs.nl","Johann de Wittstraat","11","5151 CK","DRUNEN",69,"'s-Hertogenbosch",26,"Midden-Brabant",36,"Noordoost-Brabant",35,"Noordoost-Noord-Brabant",12,"Noord-Noord-Brabant",36,"Noord-Oost-Brabant"
"04FQ00",NA,"Noord-Brabant",48348,"04FQ","Basisschool De Bongerd","Schoolstraat","8","5438 AC","GASSEL",786,"GRAVE","Rooms-Katholiek",486473462,"                                                                                ","Schoolstraat","8","5438 AC","GASSEL",30,"Nijmegen",27,"Noordoost-Brabant",36,"Noordoost-Brabant",35,"Noordoost-Noord-Brabant",11,"Oostelijk Maas-Waalgebied",36,"Noord-Oost-Brabant"
"04FT00",NA,"Gelderland",77456,"04FT","Vrije Basisschool De Esch","Rusthuisstraat","28","7101 JH","WINTERSWIJK",294,"WINTERSWIJK","Antroposofisch",543514595,"                                                                                ","Rusthuisstraat","28","7101 JH","WINTERSWIJK",24,"Winterswijk",12,"Achterhoek",13,"Oost-Gelderland",14,"Achterhoek",8,"Zuidelijke Achterhoek",13,"Achterhoek"
"04FV00","https://www.stgerardus.nl/-uploads/files/insite/schoolgids-gerardus-2017-201811.pdf","Noord-Brabant",31384,"04FV","Sint Gerardus","Witrijtseweg","9-A","5571 XJ","BERGEIJK",1724,"BERGEIJK","Rooms-Katholiek",497541281,"https://www.stgerardus.nl","Witrijtseweg","9-A","5571 XJ","BERGEIJK",70,"Eindhoven",28,"Zuidoost-Brabant",37,"Zuidoost-Brabant",36,"Zuidoost-Noord-Brabant",22,"Zuidoost-Noord-Brabant",37,"Zuidoost-Brabant"
"04FX00","http://www.destrijene.nl/wp-content/uploads/2015/10/Schoolgids-de-Strijene2.pdf","Noord-Brabant",41246,"04FX","Vrijeschool De Strijene","Ganzendonk","4","4907 XZ","OOSTERHOUT NB",826,"OOSTERHOUT","Antroposofisch",162456533,"www.destrijene.nl","Ganzendonk","4","4907 XZ","OOSTERHOUT NB",66,"Breda",25,"West-Brabant",34,"West-Brabant",33,"West-Noord-Brabant",20,"West-Noord-Brabant",34,"West-Brabant"
"04GB00","https://www.obsrembrandt.nl/syndeo_data/media/schooldocumenten/schoolgidsen/2016-17__Schoolgids_04GB.pdf","Noord-Holland",41191,"04GB","Basisschool Rembrandt","Mozartlaan","65","1921 XC","AKERSLOOT",383,"CASTRICUM","Openbaar",251313623,"www.obsrembrandt.nl","Mozartlaan","65","1921 XC","AKERSLOOT",42,"Velsen",19,"Noord-Holland-Noord",24,"Noord-Kennemerland",20,"IJmond",15,"Zuid-Noord-Holland",24,"Noord-Kennemerland"
"04GD00",NA,"Friesland",41856,"04GD","Openbare Basisschool","De Blink","5","8701 LV","BOLSWARD",1900,"SUDWEST-FRYSLAN","Openbaar",515572533,"                                                                                ","De Blink","5","8701 LV","BOLSWARD",9,"Sneek",4,"Fryslân",5,"Zuidwest-Friesland",5,"Zuidwest-Friesland",3,"Friesland",5,"Zuid-West Friesland"
"04GF00","http://www.obsspringplank.nl/fileadmin/PDF/schoolgids/Schoolgids_2017-2018_Springplank_.pdf","Noord-Brabant",41435,"04GF","Openbare Basisschool De Springplank","Grutterijstraat","22","5109 TG","'S GRAVENMOER",766,"DONGEN","Openbaar",162318493,"www.obsspringplank.nl","Grutterijstraat","22","5109 TG","'S GRAVENMOER",68,"Tilburg",26,"Midden-Brabant",35,"Midden-Brabant",34,"Midden-Noord-Brabant",21,"Tilburg en omstreken",35,"Midden-Brabant"
"04HC00","http://www.obsdewindhoek.nl/wp-content/uploads/2013/08/Schoolgids-De-Windhoek-2017-2018.pdf","Noord-Brabant",41471,"04HC","Openbare Basisschool de Windhoek","Abtslaan","15","4844 SL","TERHEIJDEN",1719,"DRIMMELEN","Openbaar",765938218,"www.obsdewindhoek.nl","Abtslaan","15","4844 SL","TERHEIJDEN",66,"Breda",25,"West-Brabant",34,"West-Brabant",33,"West-Noord-Brabant",20,"West-Noord-Brabant",34,"West-Brabant"
"04HM00","https://sterrenwachterloosdrecht.nl/files/media/2015/02/schoolgids-2017-2018-definitief.x86309.pdf","Noord-Holland",41376,"04HM","Jenaplanschool De Sterrenwachter","Lindelaan","106","1231 CN","LOOSDRECHT",1696,"WIJDEMEREN","Algemeen bijzonder",355821003,"www.loosdrecht.sterrenwachter.nl","Lindelaan","106","1231 CN","LOOSDRECHT",45,"Hilversum",16,"Gooi en Vechtstreek",20,"Gooi en Vechtstreek",24,"Het Gooi en Vechtstreek",15,"Zuid-Noord-Holland",20,"Gooi en Vechtstreek"
"04HM01",NA,"Noord-Holland",41376,"04HM","Jenaplanschool De Sterrenwachter","Vuurvlindermeent","54","1218 GZ","HILVERSUM",402,"HILVERSUM","Algemeen bijzonder",356910345,"www.hilversum.sterrenwachter.nl","Vuurvlindermeent","54","1218 GZ","HILVERSUM",45,"Hilversum",16,"Gooi en Vechtstreek",20,"Gooi en Vechtstreek",24,"Het Gooi en Vechtstreek",15,"Zuid-Noord-Holland",20,"Gooi en Vechtstreek"
"04HO00","http://www.wicherzitsema.nl/docs/schooldocumenten/Schoolgids%202017-2018.pdf","Groningen",41558,"04HO","Wicher Zitsema-School Christelijk Basisonderwijs","Boerdamsterweg","12","9991 BN","MIDDELSTUM",24,"LOPPERSUM","Protestants-Christelijk",595551646,"www.wicherzitsema.nl","Boerdamsterweg","12","9991 BN","MIDDELSTUM",2,"Appingedam/Delfzijl",1,"Noord-Groningen",2,"Noord-Groningen en Eemsmond",2,"Delfzijl en omgeving",1,"Groningen en omstreken",2,"Noord-Groningen-Eemsmond"
"04HU00","http://www.hazzeleger.nl/assets/Uploads/Docs/Subsite-29/Schoolgids-OT6-2017-2018-201711.pdf","Friesland",41856,"04HU","Openbare Dalton basisschool It Hazzeleger","Siemen de Jongstrjitte","4","8561 DP","BALK",1940,"DE FRYSKE MARREN","Openbaar",514602147,"www.hazzeleger.nl","Postbus","9","8560 AA","BALK",8,"Heerenveen",4,"Fryslân",5,"Zuidwest-Friesland",5,"Zuidwest-Friesland",3,"Friesland",5,"Zuid-West Friesland"
"04HW00","http://obscommissarisgaarlandt.nl/contentfiles/04HW00/Document/30309/30308525.pdf","Drenthe",41629,"04HW","Basisschool Commissaris Gaarlandt","Rembrandtstraat","2","7948 AW","NIJEVEEN",119,"MEPPEL","Openbaar",522491618,"www.obscommissarisgaarlandt.nl/","Rembrandtstraat","2","7948 AW","NIJEVEEN",15,"Meppel",5,"Zuid- en Midden-Drenthe",9,"Zuidwest-Drenthe",9,"Zuidwest-Drenthe",5,"Zwolle-Meppel en omstreken",9,"Zuid-West Drenthe"
"04HX00",NA,"Gelderland",41617,"04HX","Dorpsschool Rozendaal","Steenhoek","1","6891 CG","ROZENDAAL",277,"ROZENDAAL","Openbaar",263637194,"                                                                                ","Steenhoek","1","6891 CG","ROZENDAAL",26,"Arnhem",11,"IJssel en Rijn",14,"Arnhem/Nijmegen",15,"Arnhem/Nijmegen",9,"Arnhem en omstreken",14,"Arnhem/Nijmegen"
"04HZ00","http://www.basisschool-willemdezwijger.nl/bestanden/454250/2017-2018--Willem-de-Zwijger-schoolgids110717.pdf","Noord-Brabant",41471,"04HZ","Willem De Zwijger","Mr. Jaap Burgerlaan","1","4797 CX","WILLEMSTAD NB",1709,"MOERDIJK","Openbaar",168472736,"www.basisschool-willemdezwijger.nl","Mr. Jaap Burgerlaan","1","4797 CX","WILLEMSTAD NB",65,"Roosendaal en Nispen",25,"West-Brabant",34,"West-Brabant",33,"West-Noord-Brabant",20,"West-Noord-Brabant",34,"West-Brabant"
"04IA00",NA,"Noord-Holland",41434,"04IA","Basisschool Wijdewormer","Wijdewormerplein","1","1456 CB","WIJDEWORMER",880,"WORMERLAND","Openbaar",299425477,"                                                                                ","Wijdewormerplein","1","1456 CB","WIJDEWORMER",41,"Zaanstad",20,"Zuidelijk Noord-Holland",21,"Agglomeratie Amsterdam",22,"Zaanstreek",15,"Zuid-Noord-Holland",21,"Agglomeratie Amsterdam"
"04IP00","https://www.bsamby.nl/images/Schoolgids/algemeen-basisschool-Amby.pdf","Limburg",41373,"04IP","Basisschool Amby","Koninginnestraat","2","6225 BR","MAASTRICHT",935,"MAASTRICHT","Rooms-Katholiek",433620582,"www.bsamby.nl","Koninginnestraat","2","6225 BR","MAASTRICHT",80,"Maastricht",34,"Maastricht Mergelland",42,"Maastricht en Mergelland",39,"Zuid-Limburg",25,"Zuid-Limburg",39,"Gewest Zuid-Limburg"
"04IR00","http://www.cbsdewegwijzer.eu/images/Schooljaar_2017-2018/Schoolgids_2017-2018/Schoolgids_2017-2018.pdf","Friesland",40635,"04IR","Basisschool De Wegwijzer Christelijk Basisonderwijs","Jakob de Graafstraat","1-A","9293 LS","KOLLUMERPOMP",79,"KOLLUMERLAND CA","Protestants-Christelijk",511408530,"www.cbsdewegwijzer.eu","Postbus","7","9290 AA","KOLLUM",10,"Leeuwarden",4,"Fryslân",4,"Friesland-Noord",4,"Noord-Friesland",3,"Friesland",4,"Friesland Noord"
"04IT00",NA,"Friesland",40635,"04IT","Basisschool De Tarissing Christelijk Basisonderwijs","De Wygeast","10","9294 KN","OUDWOUDE",79,"KOLLUMERLAND CA","Protestants-Christelijk",511452500,"www.tarissing.eu","De Wygeast","10","9294 KN","OUDWOUDE",10,"Leeuwarden",4,"Fryslân",4,"Friesland-Noord",4,"Noord-Friesland",3,"Friesland",4,"Friesland Noord"
"04IU00","http://www.asvo.nl/bestanden/279/Schoolgids-Asvo-2017-2021-v4.pdf","Noord-Holland",20970,"04IU","Asvo School","Frederiksplein","37","1017 XL","AMSTERDAM",363,"AMSTERDAM","Algemeen bijzonder",206269005,"www.asvo.nl","Frederiksplein","37","1017 XL","AMSTERDAM",44,"Amsterdam",20,"Zuidelijk Noord-Holland",21,"Agglomeratie Amsterdam",23,"Groot-Amsterdam",15,"Zuid-Noord-Holland",21,"Agglomeratie Amsterdam"
"04IY00",NA,"Friesland",40632,"04IY","SWS De Syl","Monnikebildtdijk","16","9078 VE","OUDEBILDTZIJL",63,"HET BILDT","Protestants-Christelijk",518421328,"www.swsdesyl.nl","Monnikebildtdijk","16","9078 VE","OUDEBILDTZIJL",10,"Leeuwarden",4,"Fryslân",4,"Friesland-Noord",4,"Noord-Friesland",3,"Friesland",4,"Friesland Noord"
"04IZ00","http://www.earnewjuk-easterlittens.nl/images/Skoallepraat/Schoolgids%202017-2018.pdf","Friesland",42604,"04IZ","Basisschool De Earnewjuk Christelijk Basisonderwijs","Noarderfinne","3","8835 XT","EASTERLITTENS",140,"LITTENSERADIEL","Protestants-Christelijk",517342020,"www.earnewjuk.nl","Noarderfinne","3","8835 XT","EASTERLITTENS",10,"Leeuwarden",4,"Fryslân",5,"Zuidwest-Friesland",4,"Noord-Friesland",3,"Friesland",5,"Zuid-West Friesland"
"04JA00",NA,"Noord-Holland",21464,"04JA","Basisschool Rosj Pina","Nieuw Herlaer","18-20","1083 BD","AMSTERDAM",363,"AMSTERDAM","Joods",206427644,"                                                                                ","Postbus","87058","1080 JB","AMSTERDAM",44,"Amsterdam",20,"Zuidelijk Noord-Holland",21,"Agglomeratie Amsterdam",23,"Groot-Amsterdam",15,"Zuid-Noord-Holland",21,"Agglomeratie Amsterdam"
"04JF00","http://www.dezaaierandel.nl/algemeen/uploads/images/Algemeen/Nieuwsbrieven/schoolgids%202016-2017%20site.pdf","Noord-Brabant",41239,"04JF","Chr Basissch De Zaaier","Burgemeester Baxlaan","3","4281 KN","ANDEL",874,"WOUDRICHEM","Protestants-Christelijk",183441977,"www.dezaaierandel.nl","Burgemeester Baxlaan","3","4281 KN","ANDEL",52,"Gorinchem",25,"West-Brabant",34,"West-Brabant",34,"Midden-Noord-Brabant",18,"Dordrecht-Gorinchem",34,"West-Brabant"
"04JG00",NA,"Friesland",40789,"04JG","Christelijke Basisschool de Flieterpen","Jannumerwei","4","9175 GH","REITSUM",1722,"FERWERDERADIEL","Protestants-Christelijk",519339383,"www.de-flieterpen.nl","Jannumerwei","4","9175 GH","REITSUM",10,"Leeuwarden",4,"Fryslân",4,"Friesland-Noord",4,"Noord-Friesland",3,"Friesland",4,"Friesland Noord"
"04JI00",NA,"Friesland",42636,"04JI","Samenwerkingsschool Yn de Mande","F H Gasaustraat","22","9166 RB","SCHIERMONNIKOOG",88,"SCHIERMONNIKOOG","Samenwerking Opb., PC",519531387,"                                                                                ","Postbus","6","9166 ZP","SCHIERMONNIKOOG",10,"Leeuwarden",4,"Fryslân",4,"Friesland-Noord",4,"Noord-Friesland",3,"Friesland",4,"Friesland Noord"
"04JO00","http://www.cbsdezonnewijzersiddeburen.nl/images/Informatie_2016-2017/schoolgids_2016-2017_de_zonnewijzer.pdf","Groningen",41845,"04JO","Basisschool De Zonnewijzer Christelijk Basisonderwijs","Hoofdweg","79","9628 CL","SIDDEBUREN",40,"SLOCHTEREN","Protestants-Christelijk",598431431,"www.cbsdezonnewijzersiddeburen.nl","Postbus","5","9628 ZG","SIDDEBUREN",3,"Hoogezand-Sappemeer",2,"Oost-Groningen",3,"Centraal en westelijk Groningen",3,"Overig Groningen",1,"Groningen en omstreken",3,"Centraal en Westelijk Groningen"
"04JS00",NA,"Noord-Holland",23440,"04JS","Schoolvereniging Willemspark","Willem Witsenstraat","12","1077 AZ","AMSTERDAM",363,"AMSTERDAM","Algemeen bijzonder",206719806,"www.willemsparkschool.nl","Willem Witsenstraat","12","1077 AZ","AMSTERDAM",44,"Amsterdam",20,"Zuidelijk Noord-Holland",21,"Agglomeratie Amsterdam",23,"Groot-Amsterdam",15,"Zuid-Noord-Holland",21,"Agglomeratie Amsterdam"
"04JU00","https://tarissing.noventa.nl/wp-content/uploads/sites/19/2017/09/schoolgids-2017-2018.pdf","Friesland",41005,"04JU","De Tarissing","Ds. van Velzenstrjitte","17","9289 JB","DROGEHAM",59,"ACHTKARSPELEN","Protestants-Christelijk",512331940,"tarissing.noventa.nl","Ds. van Velzenstrjitte","17","9289 JB","DROGEHAM",10,"Leeuwarden",4,"Fryslân",6,"Friesland-Oost",4,"Noord-Friesland",3,"Friesland",6,"Friesland-Oost ('de Friese Wouden')"
"04JV00",NA,"Noord-Brabant",40557,"04JV","Basissch St Jozef","Papenvoort","10","5663 AH","GELDROP",1771,"GELDROP-MIERLO","Rooms-Katholiek",402800648,"www.stjozefschoolgeldrop.nl","Postbus","280","5660 AG","GELDROP",70,"Eindhoven",28,"Zuidoost-Brabant",37,"Zuidoost-Brabant",36,"Zuidoost-Noord-Brabant",22,"Zuidoost-Noord-Brabant",37,"Zuidoost-Brabant"
"04JW00",NA,"Friesland",41005,"04JW","Christelijke Basisschool De Oanrin","Piterpolle","29","9286 EM","TWIJZEL",59,"ACHTKARSPELEN","Protestants-Christelijk",511541046,"                                                                                ","Piterpolle","29","9286 EM","TWIJZEL",10,"Leeuwarden",4,"Fryslân",6,"Friesland-Oost",4,"Noord-Friesland",3,"Friesland",6,"Friesland-Oost ('de Friese Wouden')"
"04JX00",NA,"Friesland",40788,"04JX","Christelijke Basisschool Bernewird","Raarderwei","8","9156 AC","BORNWIRD",58,"DONGERADEEL","Protestants-Christelijk",519297245,"                                                                                ","Raarderwei","8","9156 AC","BORNWIRD",10,"Leeuwarden",4,"Fryslân",4,"Friesland-Noord",4,"Noord-Friesland",3,"Friesland",4,"Friesland Noord"
"04JZ00",NA,"Friesland",41693,"04JZ","Otto Clant Skoalle","Blessumerpaed","3","9031 XM","BOKSUM",1908,"MENAMERADIEL","Algemeen bijzonder",582541314,"www.ottoclantskoalle.nl","Blessumerpaed","3","9031 XM","BOKSUM",10,"Leeuwarden",4,"Fryslân",4,"Friesland-Noord",4,"Noord-Friesland",3,"Friesland",4,"Friesland Noord"
"04KA00",NA,"Friesland",41419,"04KA","Christelijke Nationale School De Reinboge","It Pounsmiet","20","9014 CK","TERSOAL",1900,"SUDWEST-FRYSLAN","Protestants-Christelijk",515521838,"www.dereinboge.nl","It Pounsmiet","20","9014 CK","TERSOAL",9,"Sneek",4,"Fryslân",5,"Zuidwest-Friesland",5,"Zuidwest-Friesland",3,"Friesland",5,"Zuid-West Friesland"
"04KH00","http://www.nijegaast.nl/deklimbeam/wp-content/uploads/Schoolgids-De-Klimbeam-2017-2018-PDF.pdf","Friesland",41385,"04KH","Basisschool It Swannennest Christelijk Basisonderwijs","Westerich","1","8722 HR","MOLKWERUM",1900,"SUDWEST-FRYSLAN","Protestants-Christelijk",514682260,"www.nijegaast.nl/swannenest","Dubbelstraat","8-A","8561 BC","BALK",9,"Sneek",4,"Fryslân",5,"Zuidwest-Friesland",5,"Zuidwest-Friesland",3,"Friesland",5,"Zuid-West Friesland"
"04KJ00",NA,"Friesland",42656,"04KJ","Christelijke Basisschool It Anker","Quaestiusstrjitte","13","9035 EB","DRONRYP",1908,"MENAMERADIEL","Protestants-Christelijk",517232000,"www.itanker.nl","Quaestiusstrjitte","13","9035 EB","DRONRYP",10,"Leeuwarden",4,"Fryslân",4,"Friesland-Noord",4,"Noord-Friesland",3,"Friesland",4,"Friesland Noord"
"04KM00","https://www.deletterdoes-bs.nl/images/download/2017-2018/schoolgids_letterdoes_2017_2018.pdf","Limburg",41373,"04KM","Basisschool De Letterdoes","Old Hickoryplein","100","6224 AZ","MAASTRICHT",935,"MAASTRICHT","Rooms-Katholiek",433623796,"www.deletterdoes-bs.nl","Old Hickoryplein","100","6224 AZ","MAASTRICHT",80,"Maastricht",34,"Maastricht Mergelland",42,"Maastricht en Mergelland",39,"Zuid-Limburg",25,"Zuid-Limburg",39,"Gewest Zuid-Limburg"
"04KN00",NA,"Friesland",42545,"04KN","De Twatine","Boeijengastrjitte","18","8627 SG","GAUW",1900,"SUDWEST-FRYSLAN","Protestants-Christelijk",515521596,"www.twatine.nl","Boeijengastrjitte","18","8627 SG","GAUW",9,"Sneek",4,"Fryslân",5,"Zuidwest-Friesland",5,"Zuidwest-Friesland",3,"Friesland",5,"Zuid-West Friesland"
"04KT00",NA,"Friesland",40788,"04KT","Ploos van Amstel Skoalle","Elbasterwei","13","9151 KN","HOLWERD",58,"DONGERADEEL","Protestants-Christelijk",519561583,"                                                                                ","Elbasterwei","13","9151 KN","HOLWERD",10,"Leeuwarden",4,"Fryslân",4,"Friesland-Noord",4,"Noord-Friesland",3,"Friesland",4,"Friesland Noord"
"04KY00",NA,"Friesland",40788,"04KY","Christelijke Basisschool De Rank","Roptawei","7","9123 JA","METSLAWIER",58,"DONGERADEEL","Protestants-Christelijk",519241817,"www.rank-pcbodongeradeel.nl","Roptawei","7","9123 JA","METSLAWIER",10,"Leeuwarden",4,"Fryslân",4,"Friesland-Noord",4,"Noord-Friesland",3,"Friesland",4,"Friesland Noord"
"04KZ00",NA,"Friesland",42656,"04KZ","Cbs It Iepen Finster","Dorpsstraat","4-B","8806 KT","ACHLUM",70,"FRANEKERADEEL","Protestants-Christelijk",517641424,"www.itiepenfinster.nl","Dorpsstraat","4-B","8806 KT","ACHLUM",10,"Leeuwarden",4,"Fryslân",4,"Friesland-Noord",4,"Noord-Friesland",3,"Friesland",4,"Friesland Noord"
"04LB00",NA,"Gelderland",41460,"04LB","Gravin van Rechterenschool","Gentenhof","10","6629 AX","APPELTERN",668,"WEST MAAS EN WAAL","Protestants-Christelijk",487541235,"www.gravinvanrechterenschool.nl","Gentenhof","10","6629 AX","APPELTERN",31,"Tiel",13,"Nijmegen",15,"Rivierenland",16,"Zuidwest-Gelderland",11,"Oostelijk Maas-Waalgebied",15,"Rivierenland"
"04LD00",NA,"Gelderland",41884,"04LD","Ds. J. Fraanjeschool De Vesting","Lijsterstraat","6","3772 AV","BARNEVELD",203,"BARNEVELD","Reformatorisch",342400707,"www.fraanjeschool.nl","Postbus","176","3770 AD","BARNEVELD",35,"Amersfoort",10,"De Vallei",16,"Eem en Vallei",13,"Veluwe",10,"Harderwijk-Amersfoort",16,"Eem en Vallei"
"04LG00",NA,"Gelderland",42658,"04LG","School met de Bijbel, De Zaaier","Kerkstraat","6","5321 TN","HEDEL",263,"MAASDRIEL","Protestants-Christelijk",735991783,"www.dezaaierhedel.nl","Kerkstraat","6","5321 TN","HEDEL",69,"'s-Hertogenbosch",14,"Rivierenland",15,"Rivierenland",16,"Zuidwest-Gelderland",12,"Noord-Noord-Brabant",15,"Rivierenland"
"04LI00","http://www.wegwijzerkesteren.nl/docs/Schoolgids 2017-2018.pdf","Gelderland",41827,"04LI","Hervormde Basisschool De Wegwijzer","Nedereindsestraat","27-D","4041 XE","KESTEREN",1740,"NEDER-BETUWE","Reformatorisch",488481611,"www.wegwijzerkesteren.nl","Postbus","83","4040 DB","KESTEREN",31,"Tiel",14,"Rivierenland",15,"Rivierenland",16,"Zuidwest-Gelderland",11,"Oostelijk Maas-Waalgebied",15,"Rivierenland"
"04LK00","http://www.bshetbeekdal.nl/sites/default/files/bestanden/BSB%20schoolgids%202017-2018%20website.pdf","Noord-Brabant",41001,"04LK","Het Beekdal","Bredaseweg","55-A","4861 TB","CHAAM",1723,"ALPHEN-CHAAM","Protestants-Christelijk",161491738,"www.bshetbeekdal.nl","Postbus","4","4860 AA","CHAAM",68,"Tilburg",26,"Midden-Brabant",34,"West-Brabant",34,"Midden-Noord-Brabant",21,"Tilburg en omstreken",34,"West-Brabant"
"04LL00",NA,"Drenthe",41551,"04LL","'t Twiespan","Vredenveld","78","7824 CJ","EMMEN",114,"EMMEN","Protestants-Christelijk",591622409,"www.twiespan.nl","Vredenveld","78","7824 CJ","EMMEN",12,"Emmen",5,"Zuid- en Midden-Drenthe",8,"Zuidoost-Drenthe",8,"Zuidoost-Drenthe",4,"Assen-Hoogeveen-Emmen",8,"Zuid-Oost Drenthe"
"04LM00",NA,"Noord-Brabant",32580,"04LM","De Klimboom","Meester Hertsigstraat","7","5764 PR","DE RIPS",1652,"GEMERT-BAKEL","Rooms-Katholiek",493599360,"                                                                                ","Meester Hertsigstraat","7","5764 PR","DE RIPS",74,"Helmond",28,"Zuidoost-Brabant",37,"Zuidoost-Brabant",36,"Zuidoost-Noord-Brabant",22,"Zuidoost-Noord-Brabant",37,"Zuidoost-Brabant"
"04LR00",NA,"Friesland",30330,"04LR","School Met De Bijbel De Griffel","Siniastrjitte","13","9134 NX","LIOESSENS",58,"DONGERADEEL","Protestants-Christelijk",519321989,"www.cbs-de-griffel.nl","Siniastrjitte","13","9134 NX","LIOESSENS",10,"Leeuwarden",4,"Fryslân",4,"Friesland-Noord",4,"Noord-Friesland",3,"Friesland",4,"Friesland Noord"
"04LW00",NA,"Gelderland",41011,"04LW","Basisschool de Wereldboom","Graaf Wichmanstraat","24","7271 CD","BORCULO",1859,"BERKELLAND","Protestants-Christelijk",545271486,"www.cbsdewereldboom.nl","Graaf Wichmanstraat","24","7271 CD","BORCULO",22,"Enschede",12,"Achterhoek",13,"Oost-Gelderland",14,"Achterhoek",6,"Twente",13,"Achterhoek"
"04LX00",NA,"Gelderland",30824,"04LX","Basisschool De Overlaat","'t Laantje","2","6916 CD","TOLKAMER",196,"RIJNWAARDEN","Algemeen bijzonder",316541415,"www.overlaat.nl","Postbus","35","6916 ZG","TOLKAMER",26,"Arnhem",11,"IJssel en Rijn",14,"Arnhem/Nijmegen",15,"Arnhem/Nijmegen",9,"Arnhem en omstreken",14,"Arnhem/Nijmegen"
